priority,keyword,page,position,impressions,clicks,intent,commercial_potential,volume,keyword_difficulty,score,recommendation,content_type,confidence,reason,next_action,approval_status
Medium,pickfords edinburgh,,2,406,40,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 406 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords removals history,,4,203,40,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 203 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords manchester,,1,352,37,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 352 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords glasgow,,2,433,36,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 433 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords kings langley,,1,238,36,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 238 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,moving companies near me,,24,8255,35,BOFU,High,not_available,not_available,54,Create New Content,New Landing Page,60,"Gap keyword: site appears at position 24 but ranks poorly. 8,255 impressions going uncaptured. A dedicated New Landing Page would fully satisfy this demand. BOFU intent with high commercial potential. Score: 54/100.",N/A,needs_review
Medium,pickfords wembley,,2,401,35,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 401 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords basingstoke,,4,257,34,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 257 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords nottingham,,2,226,30,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 226 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords norwich,,1,238,29,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 238 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,safest counties in uk,,5,383,27,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 383 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,where is the safest place to live in england,,1,215,26,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 215 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,pickfords moving and storage,,5,271,25,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 271 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,weather horsham,,4,475,23,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 475 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,where to emigrate to from uk,,2,316,20,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 316 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,house movers birmingham,,4,478,19,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 478 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,high demand jobs in australia for foreigners,,5,482,18,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 482 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,storage units near me,,42,22014,17,BOFU,High,not_available,not_available,54,Create New Content,New Landing Page,60,"Gap keyword: site appears at position 42 but ranks poorly. 22,014 impressions going uncaptured. A dedicated New Landing Page would fully satisfy this demand. BOFU intent with high commercial potential. Score: 54/100.",N/A,needs_review
Medium,weather hartlepool,,4,331,16,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 331 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,safest places in the uk,,4,368,14,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 368 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,safe places to live in uk,,3,359,14,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 359 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,what country can i move to from the uk,,1,323,14,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 323 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,moving company near me,,29,7297,13,BOFU,High,not_available,not_available,54,Create New Content,New Landing Page,60,"Gap keyword: site appears at position 29 but ranks poorly. 7,297 impressions going uncaptured. A dedicated New Landing Page would fully satisfy this demand. BOFU intent with high commercial potential. Score: 54/100.",N/A,needs_review
Medium,movers near me,,25,5779,13,BOFU,High,not_available,not_available,54,Create New Content,New Landing Page,60,"Gap keyword: site appears at position 25 but ranks poorly. 5,779 impressions going uncaptured. A dedicated New Landing Page would fully satisfy this demand. BOFU intent with high commercial potential. Score: 54/100.",N/A,needs_review
Medium,where to live in thailand,,2,288,13,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 288 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,long distance removal companies uk,,5,253,13,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 253 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,where can i emigrate to from uk,,2,372,12,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 372 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
Medium,where can i live with a british passport,,4,231,12,MOFU,Medium,not_available,not_available,54,Create New Content,New Landing Page,68,No existing page targets this keyword. 231 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 54/100.,N/A,needs_review
